MB2025_V1_00,General_Electoral_Population,Māori_Electoral_Population
2664000,162,18
2664200,117,6
2664300,168,-999
2664400,93,-999
2664500,72,-999
2664600,99,6
2664701,66,-999
2664702,63,-999
2664703,75,-999
2664704,81,6
2664801,57,-999
2664802,36,-999
2664803,45,-999
2664804,66,-999
2664805,39,-999
2664806,42,-999
2664900,90,-999
2665100,51,12
2665200,51,15
2665300,90,27
2665401,48,-999
2665402,78,-999
2665403,42,6
2665500,150,24
2665600,135,15
2665700,114,6
2665800,93,-999
2665900,90,6
2666000,99,15
2666101,63,-999
2666102,84,-999
2666300,111,-999
2666400,60,-999
2666500,87,-999
2666600,105,6
2666700,66,-999
2666800,78,-999
2666900,117,6
2667000,117,-999
2667100,69,6
2667200,84,6
2667300,117,18
2667400,186,9
2667500,135,-999
2667600,87,-999
2667700,111,6
2667800,84,-999
2667900,105,-999
2668000,78,-999
2668200,132,-999
2668300,63,-999
2668400,159,6
2668502,9,-999
2668600,66,-999
2668700,60,-999
2668800,102,6
2669102,18,-999
2669103,57,-999
2669200,114,12
2669300,138,21
2669400,177,-999
2669500,120,-999
2669600,126,15
2669700,123,9
2669800,102,6
2669901,57,-999
2669902,60,-999
2669903,51,-999
2670100,75,9
2670200,153,-999
2670300,111,6
2670400,111,15
2670601,66,-999
2670602,66,-999
2670701,36,-999
2670702,30,15
2670703,9,-999
2670704,33,-999
2670800,99,-999
2670900,72,15
2671001,54,-999
2671002,81,6
2671100,135,6
2671200,105,-999
2671300,192,-999
2671400,90,6
2671500,33,-999
2671600,99,-999
2671701,39,-999
2671702,63,-999
2671703,66,-999
2671901,63,-999
2671902,39,-999
2672000,132,-999
2672101,54,-999
2672102,69,-999
2672103,69,-999
2672200,84,-999
2672300,144,-999
2672401,78,6
2672402,81,-999
2672500,123,-999
2672600,138,-999
2672700,60,-999
2672800,24,-999
2672900,72,-999
2673000,60,-999
2673100,84,-999
2673200,69,-999
2673300,84,-999
2673400,12,-999
2673500,93,-999
2673600,138,-999
2673700,54,6
2673801,60,6
2673802,60,-999
2673900,60,6
2674001,72,-999
2674002,132,-999
2674101,-999,-999
2674102,105,-999
2674200,48,-999
2674300,57,-999
2674500,78,-999
2674600,102,6
2674700,93,-999
2674800,39,-999
2675000,114,-999
2675100,84,-999
2675302,57,-999
2675400,117,-999
2675500,15,-999
2675600,63,-999
2675700,90,-999
2675800,51,-999
2675900,60,-999
2676000,186,9
2676101,24,-999
2676102,36,-999
2676200,69,-999
2676300,60,6
2676500,21,-999
2676600,15,-999
2676800,51,-999
2676901,-999,-999
2676902,45,-999
2676903,39,-999
2676904,-999,-999
2677000,33,-999
2677200,15,-999
2677300,96,6
2677400,42,-999
2677500,93,-999
2677600,84,6
2677800,72,-999
2677900,-999,-999
2678000,-999,-999
2678100,15,-999
2678201,6,-999
2678202,39,-999
2678203,36,-999
2678300,-999,-999
2678400,48,-999
2678500,96,-999
2678601,36,-999
2678602,15,-999
2678603,-999,-999
2678604,36,-999
2678605,30,-999
2678700,-999,-999
2678800,-999,-999
2678900,90,-999
2679000,159,9
2679100,93,-999
2679200,72,6
2679300,147,-999
2679400,126,6
2679500,129,-999
2679600,111,-999
2679700,90,12
2679800,84,12
2679900,72,9
2680000,96,-999
2680100,114,6
2680200,174,9
2680300,57,-999
2680400,60,-999
2680500,168,15
2680600,141,6
2680700,57,-999
2680800,51,-999
2680900,117,6
2681000,147,9
2681100,105,12
2681200,84,6
2681300,75,12
2681400,99,12
2681500,57,-999
2681600,132,-999
2681700,51,-999
2681800,72,-999
2681900,90,-999
2682000,63,9
2682100,171,-999
2682200,87,-999
2682300,78,-999
2682400,153,-999
2682500,114,-999
2682600,87,-999
2682700,93,-999
2682801,69,-999
2682802,99,-999
2682803,78,-999
2682900,75,-999
2683000,180,-999
2683100,96,6
2683200,84,9
2683300,126,-999
2683400,96,-999
2683500,60,-999
2683600,153,-999
2683700,69,-999
2683800,48,-999
2683900,165,12
2684000,159,-999
2684100,138,-999
2684200,156,-999
2684300,120,-999
2684400,171,-999
2684500,150,-999
2684600,108,-999
2684700,33,-999
2684800,213,-999
2684900,144,-999
2685000,81,-999
2685100,171,-999
2685200,102,6
2685300,78,-999
2685400,165,18
2685500,75,6
2685600,81,12
2685700,36,-999
2685800,48,-999
2685900,75,-999
2686000,75,6
2686200,18,-999
2686401,48,-999
2686402,45,-999
2686403,21,-999
2686500,132,-999
2686700,129,9
2686800,126,-999
2686900,162,-999
2687000,-999,-999
2687100,30,6
2687300,165,12
2687400,135,15
2687500,168,-999
2687600,93,-999
2688100,111,6
2688200,114,6
2688300,54,6
2688400,108,-999
2688500,216,12
2688600,165,-999
2688700,174,6
2688800,57,-999
2689300,141,12
2689400,123,-999
2689500,99,-999
2689600,93,-999
2689700,45,6
2689800,111,-999
2689900,57,-999
2690000,87,9
2690100,84,-999
2690200,150,-999
2690400,57,-999
2690700,108,-999
2690800,114,18
2690900,171,15
2691200,108,15
2691300,111,-999
2691400,135,6
2691600,162,-999
2691700,147,-999
2691901,78,-999
2691902,6,-999
2691903,39,-999
2691904,-999,-999
2692001,42,-999
2692002,39,6
2692003,-999,-999
2692004,-999,-999
2692005,-999,-999
2692100,51,6
2692200,-999,-999
2692300,-999,-999
2692401,63,-999
2692402,54,6
2692403,51,12
2692404,60,6
2692501,57,-999
2692502,36,-999
2692503,45,-999
2692600,18,-999
2692701,42,-999
2692702,45,6
2692703,30,-999
2692704,39,-999
2692705,39,-999
2692706,39,-999
2692900,36,-999
2693000,33,6
2693300,-999,-999
2693400,111,9
2693500,90,6
2693900,150,9
2694300,99,9
2694501,159,21
2694502,141,6
2694601,87,6
2694602,105,6
2694603,48,15
2694700,87,-999
2694801,72,-999
2694802,60,-999
2694803,66,-999
2694804,66,6
2695100,93,-999
2695300,120,9
2695400,81,-999
2695500,126,9
2695601,42,6
2695602,42,-999
2695603,45,6
2695900,93,6
2696000,111,-999
2696100,114,-999
2696200,153,-999
2696300,126,6
2696400,105,6
2696500,90,-999
2696600,51,9
2696700,156,12
2696800,36,-999
2696900,63,6
2697000,129,-999
2697100,165,9
2697200,120,6
2697300,99,6
2697400,72,-999
2697500,96,15
2697600,195,9
2697700,138,6
2697800,96,12
2697900,102,21
2698000,-999,-999
2698100,60,-999
2698200,144,21
2698300,105,6
2698400,150,21
2698500,63,-999
2698600,153,12
2698700,15,-999
2698801,84,-999
2698802,42,-999
2698900,87,6
2699002,42,-999
2699100,138,9
2699202,126,-999
2699203,36,-999
2699204,24,-999
2699205,105,6
2699206,18,-999
2699207,27,-999
2699208,138,-999
2699300,102,-999
2699400,30,-999
2699500,66,-999
2699600,102,-999
2699701,93,-999
2699800,99,-999
2699900,126,-999
2700000,141,9
2700100,90,-999
2700300,12,-999
2700404,153,-999
2700405,72,-999
2700406,102,-999
2700502,48,-999
2700503,102,-999
2700600,75,-999
2700700,129,-999
2700800,-999,-999
2700900,-999,-999
2701000,-999,-999
2701100,-999,-999
2701200,63,-999
2701400,141,6
2701501,87,-999
2701504,69,-999
2701505,78,-999
2701506,93,-999
2701507,66,-999
2701700,126,9
2701800,54,-999
2702000,18,-999
2702101,51,-999
2702102,66,-999
2702103,60,6
2702104,78,6
2702200,117,9
2702300,141,-999
2702400,126,-999
2702502,6,-999
2702601,-999,-999
2702602,-999,-999
2702700,48,-999
2702900,105,6
2703002,12,-999
2703003,132,-999
2703004,135,-999
2703101,186,-999
2703102,66,-999
2703103,162,-999
2703300,-999,-999
2703500,54,-999
2703600,84,6
2703700,78,-999
2703800,69,-999
2703900,147,-999
2704000,15,-999
2704100,99,-999
2704200,90,-999
2704501,-999,-999
2704502,-999,-999
2704600,162,-999
2704700,60,-999
2704800,21,-999
2704900,114,-999
2705000,36,-999
2705100,75,-999
2705200,129,-999
2705300,126,6
2705400,111,-999
2705500,138,-999
2705600,195,-999
2705701,9,-999
2705702,9,-999
2705800,-999,-999
2705901,87,-999
2705902,210,-999
2705903,36,-999
2706000,93,12
2706100,162,-999
2706300,87,-999
2706400,69,-999
2706500,45,-999
2706600,57,-999
2706700,-999,-999
2706800,-999,-999
2707000,66,-999
2707200,-999,-999
2707300,48,-999
2707400,99,6
2707500,63,6
2707600,51,12
2707700,21,-999
2707800,102,-999
2707900,51,-999
2708000,12,-999
2708100,114,6
2708200,48,-999
2708300,9,-999
2708500,42,-999
2708600,9,-999
2708700,51,9
2708800,30,6
2708900,105,9
2709000,114,-999
2709100,147,12
2709200,66,-999
2709300,72,-999
2709400,66,-999
2709500,36,-999
2709600,39,6
2709700,18,-999
2709802,27,-999
2710000,36,-999
2710300,150,9
2710400,24,-999
2710500,132,6
2710600,102,-999
2710700,78,9
2710800,6,-999
2710900,-999,-999
2711000,-999,-999
2711102,96,-999
2711502,150,-999
2711601,171,-999
2711602,99,-999
2711701,-999,-999
2711702,-999,-999
2711801,69,-999
2711802,27,-999
2712001,42,-999
2712002,102,-999
2712004,123,6
2712005,18,-999
2712102,30,-999
2712200,-999,-999
2712402,-999,-999
2712403,-999,-999
2712404,-999,-999
2712405,-999,-999
2712406,-999,-999
2712410,-999,-999
2712412,-999,-999
2712414,-999,-999
2712415,-999,-999
2712418,-999,-999
2712419,-999,-999
2712420,-999,-999
2712421,-999,-999
2712422,-999,-999
2712424,-999,-999
2712425,-999,-999
2712426,-999,-999
2712427,-999,-999
2712428,-999,-999
2712500,135,-999
2712600,99,-999
2712700,39,-999
2712801,36,-999
2712802,39,-999
2712900,39,-999
2713100,102,-999
2713300,72,-999
2713501,-999,-999
2713602,-999,-999
2713700,93,-999
2713800,30,-999
2713900,81,9
2714001,30,-999
2714002,6,-999
2714401,39,-999
2714500,24,-999
2714800,87,9
2715100,21,-999
2715200,66,9
2715400,18,-999
2715500,36,-999
2715600,27,-999
2715800,39,6
2716001,21,-999
2716100,27,-999
2716200,18,-999
2716400,27,-999
2716601,-999,-999
2716602,-999,-999
2716603,60,39
2716700,15,-999
2716801,90,39
2716802,-999,-999
2716900,-999,-999
2717000,36,15
2717100,27,24
2717200,33,12
2717300,21,15
2717400,102,36
2717500,27,15
2717600,-999,-999
2717803,183,-999
2718001,63,-999
2718002,162,12
2718004,201,9
2718005,108,-999
2718006,81,-999
2718100,15,-999
2718200,246,-999
2718300,102,-999
2718400,153,6
2718500,135,6
2719001,51,-999
2719002,63,-999
2719003,105,-999
2719005,45,-999
2719201,162,27
2719204,117,12
2719210,75,6
2719211,54,6
2719212,144,9
2719213,183,-999
2719214,129,6
2719215,117,9
2719217,81,6
2719218,87,6
2719219,90,15
2719220,78,-999
2719221,126,18
2719222,93,9
2719223,180,9
2719224,54,6
2719225,183,-999
2719226,117,6
2719227,108,-999
2719228,132,6
2719229,105,-999
2719302,-999,-999
2719303,72,-999
2719304,93,9
2719305,114,-999
2719306,123,6
2719307,99,-999
2719308,150,15
2719309,102,6
2719311,255,30
2719312,90,-999
2719313,96,6
2719314,87,-999
2719315,45,6
2719316,60,6
2719317,36,6
2719318,99,9
2719320,120,6
2719321,108,-999
2719322,189,9
2719323,66,-999
2719324,90,-999
2719405,48,6
2719406,123,-999
2719407,57,-999
2719408,87,9
2719409,54,-999
2719410,87,-999
2719411,99,15
2719412,114,6
2719413,111,-999
2719414,111,6
2719415,72,-999
2719417,171,6
2719419,138,6
2719420,81,-999
2719421,66,-999
2719422,99,9
2719423,60,-999
2719426,258,9
2719427,120,9
2719428,84,9
2719429,75,9
2719430,198,-999
2719431,60,-999
2719432,102,-999
2719600,126,6
2719700,48,-999
2719800,84,9
2719901,144,-999
2720100,33,-999
2720200,9,-999
2720300,-999,-999
2720400,6,-999
2720501,93,9
2720502,75,-999
2720900,36,-999
2721001,81,-999
2721002,105,-999
2721100,51,-999
2721200,96,6
2721400,78,6
2721500,18,-999
2721600,15,-999
2721701,153,6
2721702,60,-999
2721801,39,-999
2721900,30,-999
2722000,105,-999
2722100,123,-999
2722200,141,12
2722300,60,-999
2722400,81,-999
2722501,111,9
2722503,-999,-999
2722504,-999,-999
2722600,105,-999
2722701,54,6
2722703,48,-999
2722704,21,-999
2722705,27,-999
2722706,57,-999
2722800,117,-999
2723102,-999,-999
2723200,63,-999
2723300,93,-999
2723400,81,-999
2723500,60,-999
2723600,156,15
2723701,51,-999
2723702,48,-999
2723703,90,-999
2723704,42,9
2723800,84,12
2724000,78,-999
2724100,99,15
2724200,33,6
2724300,21,-999
2724500,42,6
2724700,18,-999
2724800,39,-999
2725100,177,9
2725200,66,-999
2725301,9,-999
2725302,33,6
2725303,36,-999
2725500,48,-999
2725600,72,9
2725700,60,18
2725800,96,9
2725900,90,-999
2726000,180,6
2726100,99,6
2726200,75,-999
2726300,57,12
2726400,84,6
2726600,-999,-999
2726700,198,9
2726900,138,18
2727100,27,-999
2727202,45,-999
2727300,12,-999
2727400,12,-999
2727500,81,-999
2727600,108,-999
2727700,114,9
2727800,60,-999
2727900,48,-999
2728000,54,-999
2728100,-999,-999
2728400,12,-999
2728500,57,-999
2728600,84,-999
2728700,-999,-999
2728900,87,-999
2729100,102,24
2729200,210,6
2729300,12,-999
2729400,-999,-999
2729500,-999,-999
2729600,69,-999
2729700,-999,-999
2729800,60,6
2729900,-999,-999
2730100,132,-999
2730200,135,6
2730300,66,-999
2730400,81,-999
2730500,78,-999
2730600,153,-999
2730700,69,-999
2730800,129,21
2730900,63,-999
2731000,78,18
2731100,96,-999
2731200,87,-999
2731300,129,6
2731400,168,6
2731500,93,12
2731700,96,6
2731800,105,12
2731900,90,18
2732000,99,6
2732100,168,12
2732200,96,9
2732300,42,-999
2732400,45,-999
2732500,51,6
2732600,102,6
2732700,129,6
2732800,84,-999
2732900,126,12
2733100,150,6
2733200,81,21
2733300,114,15
2733400,96,12
2733500,156,21
2733600,126,12
2733700,102,6
2733800,90,-999
2733900,132,12
2734100,90,6
2734200,21,-999
2734300,135,12
2734500,129,15
2734801,165,9
2734900,126,9
2735000,84,6
2735101,180,-999
2735400,72,9
2735501,66,-999
2735502,126,-999
2735503,138,-999
2735600,201,12
2735800,198,-999
2735900,141,12
2736002,126,12
2736003,141,-999
2736004,84,6
2736005,117,-999
2736200,123,12
2736300,-999,-999
2736400,126,21
2736600,72,9
2736700,63,12
2736800,48,9
2736900,72,-999
2737000,-999,-999
2737100,-999,-999
2737200,99,6
2737300,72,-999
2737600,165,-999
2737700,105,-999
2737800,117,6
2737900,69,6
2738000,120,6
2738200,-999,-999
2738300,84,-999
2738400,150,-999
2738500,-999,-999
2738600,102,-999
2738700,99,6
2738900,45,-999
2739000,21,-999
2739100,-999,-999
2739200,-999,-999
2739301,129,-999
2739302,54,-999
2739400,51,-999
2739500,249,6
2739600,150,6
2739700,180,21
2739800,84,-999
2739900,117,6
2740100,147,9
2740300,54,-999
2740400,105,6
2740500,87,6
2740700,108,6
2740800,-999,-999
2740900,189,6
2741000,81,6
2741100,51,-999
2741200,93,9
2741300,120,6
2741400,105,18
2741500,-999,-999
2741600,63,9
2741700,120,12
2741800,102,-999
2741900,72,-999
2742000,39,-999
2742100,72,-999
2742200,96,6
2742300,63,6
2742400,114,-999
2742500,141,-999
2742600,126,-999
2742700,144,-999
2742900,90,-999
2743100,18,-999
2743300,96,6
2743400,105,9
2743500,9,-999
2743600,57,-999
2743801,27,6
2743803,6,-999
2743804,18,-999
2743805,36,-999
2743806,21,-999
2743807,39,-999
2743808,24,-999
2743901,180,-999
2743903,45,-999
2743904,6,-999
2744000,162,6
2744200,135,-999
2744300,87,-999
2744400,15,-999
2744500,75,-999
2744600,63,-999
2744700,93,-999
2744800,114,-999
2744900,-999,-999
2745001,51,-999
2745002,15,-999
2745100,84,9
2745200,84,9
2745300,90,-999
2745400,69,9
2745500,69,-999
2745600,150,-999
2745801,15,-999
2745802,6,-999
2745901,15,-999
2745902,186,33
2746000,9,-999
2746103,27,-999
2746104,30,-999
2746105,48,-999
2746106,57,-999
2746107,42,-999
2746108,57,-999
2746109,12,-999
2746201,123,-999
2746202,-999,-999
2746301,6,-999
2746302,-999,-999
2746303,39,-999
2746402,9,-999
2746403,63,-999
2746405,45,-999
2746406,27,-999
2746407,69,-999
2746409,108,9
2746410,12,-999
2746501,36,-999
2746502,24,-999
2746503,15,-999
2746601,105,6
2746603,30,-999
2746700,75,6
2746800,84,6
2746901,45,-999
2746902,39,-999
2746903,15,-999
2747000,9,-999
2747101,33,-999
2747102,159,-999
2747202,108,-999
2747203,36,-999
2747204,18,-999
2747300,60,-999
2747400,156,-999
2747501,123,-999
2747503,84,-999
2747504,54,-999
2747601,42,-999
2747602,42,-999
2747603,18,-999
2747604,111,-999
2747605,42,-999
2747606,39,-999
2747607,48,-999
2747608,18,-999
2747700,93,9
2747900,-999,-999
2748000,135,-999
2748100,87,-999
2748200,114,-999
2748300,171,6
2748401,51,-999
2748402,33,-999
2748501,15,-999
2748503,42,6
2748504,66,-999
2748505,114,-999
2748506,81,-999
2748507,159,-999
2748601,39,-999
2748700,84,9
2748801,129,-999
2748900,78,12
2749000,114,-999
2749100,108,12
2749200,27,-999
2749300,111,12
2749400,135,-999
2749600,216,12
2749700,66,-999
2749800,171,-999
2749900,120,12
2750000,138,6
2750300,234,15
2750400,72,-999
2750500,42,-999
2750600,39,6
2750700,66,-999
2750800,72,-999
2750900,42,6
2751000,42,9
2751100,102,-999
2751200,15,-999
2751300,69,-999
2751401,57,-999
2751402,-999,-999
2751500,42,-999
2751600,39,-999
2751700,24,-999
2751800,87,-999
2751900,30,-999
2752000,93,-999
2752102,141,-999
2752104,6,-999
2752105,-999,-999
2752106,30,6
2752107,9,-999
2752201,99,-999
2752202,60,-999
2752300,69,-999
2752401,111,-999
2752402,30,-999
2752501,48,-999
2752502,54,6
2752503,111,6
2752600,126,-999
2752700,33,-999
2752801,138,6
2752802,-999,-999
2752900,129,6
2753000,54,-999
2753100,84,9
2753200,42,-999
2753300,81,-999
2753403,33,-999
2753404,-999,-999
2753406,-999,-999
2753500,42,-999
2753601,33,-999
2753602,39,-999
2753603,24,-999
2753700,54,-999
2753800,60,-999
2753900,60,-999
2754000,99,-999
2754100,57,-999
2754200,-999,-999
2754300,36,-999
2754600,114,-999
2754700,60,-999
2754800,54,6
2754900,162,-999
2755000,6,-999
2755100,42,-999
2755200,87,-999
2755300,-999,-999
2755400,-999,-999
2755500,9,-999
2755601,9,-999
2755602,-999,-999
2755700,24,-999
2756000,12,-999
2756100,114,-999
2756200,60,-999
2756300,87,-999
2756400,96,-999
2756500,18,-999
2756600,24,-999
2756700,36,-999
2756800,69,-999
2756900,6,-999
2757000,75,9
2757100,6,-999
2757200,24,-999
2757300,63,-999
2757400,99,-999
2757500,33,-999
2757600,-999,-999
2757800,6,-999
2757900,39,-999
2758000,78,-999
2758100,75,-999
2758200,36,-999
2758300,-999,-999
2758400,6,-999
2758500,39,-999
2758600,72,-999
2758700,138,-999
2758801,51,-999
2758802,18,-999
2758901,75,-999
2758902,33,-999
2759000,93,-999
2759100,36,-999
2759201,33,-999
2759203,48,-999
2759204,42,-999
2759205,69,-999
2759206,39,-999
2759207,69,-999
2759208,72,-999
2759209,87,-999
2759400,105,-999
2759500,81,-999
2759600,-999,-999
2759700,33,-999
2759800,84,-999
2759900,9,-999
2760000,15,-999
2760100,21,-999
2760200,165,-999
2760300,21,-999
2760400,69,-999
2760500,27,-999
2760600,87,-999
2760700,84,-999
2760800,39,-999
2760900,69,6
2761000,63,-999
2761100,6,-999
2761200,60,-999
2761500,24,-999
2761600,15,-999
2761700,141,6
2761800,33,-999
2761900,96,-999
2762000,15,-999
2762100,45,-999
2762200,45,-999
2762300,96,9
2762400,33,-999
2762500,69,-999
2762700,129,6
2763000,135,6
2763100,87,-999
2763300,18,-999
2763400,-999,-999
2763500,144,9
2763600,111,-999
2763700,54,-999
2763800,39,-999
2763900,36,-999
2764000,39,6
2764200,78,6
2764300,66,-999
2764400,33,-999
2764500,84,-999
2764600,33,-999
2764700,150,6
2764800,162,-999
2765000,75,9
2765100,117,-999
2765200,-999,-999
2765302,162,15
2765303,54,-999
2765304,102,6
2765305,78,6
2765401,126,15
2765402,126,-999
2765500,129,12
2765700,171,6
2765900,72,-999
2766000,-999,-999
2766100,12,-999
2766200,24,-999
2766300,-999,-999
2766400,-999,-999
2766500,117,15
2766600,69,6
2766700,6,-999
2766800,24,-999
2766900,48,6
2767000,60,9
2767101,54,-999
2767102,72,-999
2767103,51,6
2767104,39,6
2767200,36,-999
2767300,129,12
2767400,72,6
2767600,78,-999
2767700,81,12
2767800,123,9
2767900,150,18
2768000,-999,-999
2768200,150,-999
2768400,93,12
2768500,159,24
2768600,120,27
2768700,111,24
2768801,75,9
2768802,75,-999
2768803,33,-999
2768804,-999,-999
2768805,-999,-999
2768900,117,-999
2769000,33,-999
2769100,42,-999
2769200,48,-999
2769300,18,-999
2769401,27,-999
2769402,24,-999
2769500,42,-999
2769601,12,-999
2769602,69,-999
2769700,51,9
2769800,60,-999
2769900,18,-999
2770000,48,-999
2770100,21,-999
2770200,36,-999
2770400,96,-999
2770500,48,6
2770600,57,6
2770701,33,-999
2770702,-999,-999
2770800,27,-999
2770901,60,-999
2770902,27,-999
2771000,87,6
2771100,72,21
2771200,6,-999
2771400,36,-999
2771601,30,-999
2771602,6,-999
2771700,72,-999
2771800,60,-999
2771900,9,-999
2772000,15,-999
2772200,60,-999
2772300,51,-999
2772400,99,9
2772601,21,-999
2772700,192,15
2772800,99,-999
2772900,6,-999
2773000,30,-999
2773100,45,-999
2773200,42,-999
2773300,75,-999
2773400,57,-999
2773500,69,-999
2773600,27,-999
2773800,-999,-999
2773900,45,-999
2774000,27,-999
2774100,6,-999
2774300,168,6
2774400,-999,-999
2774504,75,-999
2774505,63,-999
2774506,75,-999
2774507,39,-999
2774508,66,-999
2774509,60,6
2774603,141,-999
2774604,159,-999
2774605,120,-999
2774606,135,-999
2774607,294,-999
2774803,90,-999
2774804,111,-999
2774805,93,-999
2774902,123,-999
2774903,111,-999
2775100,78,18
2775202,129,12
2775300,123,6
2775401,123,12
2775600,189,-999
2775701,129,-999
2775702,144,-999
2775800,156,6
2775900,105,-999
2776000,18,6
2776100,51,6
2776200,111,9
2776300,93,12
2776400,111,12
2776500,30,-999
2776600,-999,-999
2776701,60,-999
2776702,30,-999
2776800,138,-999
2776900,15,-999
2777000,39,-999
2777200,141,-999
2777300,207,6
2777400,87,-999
2777500,24,-999
2777600,138,-999
2777700,228,9
2777802,135,-999
2778000,66,-999
2778200,102,-999
2778301,165,-999
2778302,132,6
2778401,120,-999
2778402,180,-999
2778500,117,-999
2778600,33,-999
