MB2025_V1_00,General_Electoral_Population,Māori_Electoral_Population
4003466,126,6
4003467,66,24
4003468,63,12
4003469,114,12
4003470,87,18
4003471,114,6
4003472,93,6
4003473,117,9
4003474,78,57
4003475,33,63
4003476,39,45
4003477,69,135
4003478,57,42
4003479,132,12
4003480,99,-999
4003481,117,18
4003482,69,6
4003485,99,6
4003486,69,15
4003487,33,-999
4003488,27,-999
4003489,33,-999
4003490,141,9
4003491,69,-999
4003492,105,24
4003493,66,21
4003494,120,15
4003495,60,9
4003496,105,6
4003497,138,-999
4003498,156,15
4003500,111,-999
4003502,141,12
4003505,201,15
4003506,96,9
4003507,108,21
4003508,93,36
4003509,117,36
4003510,153,21
4003511,66,30
4003512,87,27
4003514,78,48
4003516,138,15
4003517,102,27
4003518,84,15
4003520,126,-999
4003521,132,15
4003522,144,6
4003523,120,-999
4003524,117,6
4003525,168,9
4003526,153,-999
4003527,159,-999
4003528,96,-999
4003529,99,-999
4003530,72,21
4003532,36,-999
4003533,126,6
4003534,111,15
4003537,72,27
4003538,48,33
4003539,165,30
4003540,129,15
4003541,105,15
4003542,-999,-999
4003543,66,-999
4003544,150,24
4003545,129,15
4003547,159,45
4003548,132,39
4003550,171,75
4003551,108,27
4003553,99,-999
4003554,150,-999
4003555,132,-999
4003556,147,-999
4003558,87,-999
4003559,108,-999
4003560,222,15
4003561,-999,-999
4003563,126,-999
4003564,84,-999
4003565,90,-999
4003566,90,-999
4003567,78,-999
4003568,120,6
4003569,135,-999
4003570,186,6
4003571,-999,-999
4003573,66,-999
4003574,99,6
4003577,147,-999
4003578,93,-999
4003579,120,-999
4003580,96,9
4003581,150,18
4003582,93,9
4003583,189,6
4003584,222,6
4003585,183,-999
4003586,168,-999
4003587,90,6
4003588,258,57
4003589,72,93
4003590,156,48
4003591,90,54
4003592,93,-999
4003593,78,-999
4003594,99,9
4003595,228,24
4003596,87,51
4003597,99,15
4003598,-999,-999
4003599,45,6
4003600,45,-999
4003601,108,-999
4003602,132,-999
4003603,207,15
4003604,123,12
4003605,132,-999
4003606,75,-999
4003607,132,6
4003608,81,-999
4003609,132,6
4003610,114,-999
4003611,123,-999
4003612,105,-999
4003613,138,-999
4003614,96,-999
4003615,75,-999
4003616,102,9
4003617,108,12
4003618,183,24
4003619,204,24
4003620,168,9
4003621,105,9
4003622,66,12
4003623,84,-999
4003624,129,6
4003625,102,-999
4003626,114,-999
4003628,150,-999
4003629,132,-999
4003630,99,-999
4003631,159,6
4003632,99,6
4003633,153,15
4003635,72,-999
4003636,240,-999
4003637,150,-999
4003638,114,-999
4003639,198,36
4003640,180,9
4003641,168,-999
4003642,162,-999
4003643,135,-999
4003644,126,-999
4003645,135,9
4003646,102,-999
4003647,159,-999
4003648,216,27
4003649,108,6
4003650,96,6
4003651,66,-999
4003652,156,24
4003653,78,9
4003654,75,9
4003655,165,21
4003656,174,18
4003657,123,-999
4003658,81,-999
4003659,102,-999
4003660,171,6
4003661,153,12
4003662,102,6
4003663,93,-999
4003664,105,-999
4003665,105,-999
4003666,174,30
4003667,225,18
4003668,135,12
4003669,114,6
4003670,93,6
4003671,51,-999
4003672,90,-999
4003673,117,-999
4003674,144,9
4003675,144,-999
4003676,111,-999
4003678,168,6
4003679,117,-999
4003680,135,6
4003681,165,6
4003682,129,12
4003683,147,12
4003684,177,9
4003685,150,-999
4003686,63,-999
4003687,201,12
4003688,159,21
4003689,153,-999
4003690,138,-999
4003691,78,-999
4003692,66,-999
4003693,93,6
4003694,177,-999
4003695,117,9
4003696,102,-999
4003697,93,-999
4003698,132,-999
4003699,21,-999
4003700,123,6
4003701,129,-999
4003702,120,-999
4003703,99,-999
4003705,228,-999
4003706,99,-999
4003707,114,-999
4003708,129,-999
4003709,114,-999
4003710,96,-999
4003711,132,-999
4003712,84,-999
4003713,135,-999
4003714,120,-999
4003715,132,-999
4003716,156,-999
4003717,174,-999
4003718,135,-999
4003719,156,-999
4003720,186,-999
4003721,117,-999
4003722,96,-999
4003723,144,-999
4003724,183,-999
4003725,264,9
4003726,174,9
4003727,198,-999
4003728,129,-999
4003729,144,6
4003730,123,-999
4003732,-999,-999
4003733,111,-999
4003734,57,-999
4003735,36,-999
4003736,120,-999
4003738,120,-999
4003739,144,-999
4003740,-999,-999
4003741,18,-999
4003742,15,-999
4003743,27,-999
4003744,105,-999
4003745,99,-999
4003746,135,-999
4003747,69,9
4003748,123,-999
4003749,150,21
4003750,144,6
4003751,159,-999
4003752,114,-999
4003753,213,6
4003754,105,-999
4003755,144,-999
4003756,84,15
4003757,126,9
4003758,123,15
4003759,123,12
4003760,153,15
4003761,105,9
4003762,108,-999
4003763,249,12
4003764,129,-999
4003765,117,-999
4003766,93,6
4003767,138,15
4003768,156,-999
4003769,93,-999
4003770,99,9
4003771,102,9
4003772,90,-999
4003773,99,-999
4003774,108,-999
4003775,57,-999
4003776,153,6
4003777,159,-999
4003778,60,-999
4003779,180,6
4003780,165,-999
4003781,57,-999
4003782,165,-999
4003783,126,9
4003784,183,6
4003785,75,-999
4003786,162,9
4003787,147,-999
4003788,168,12
4003789,87,-999
4003790,105,-999
4003791,108,-999
4003792,147,-999
4003793,129,-999
4003794,78,-999
4003795,-999,-999
4003796,162,-999
4003797,141,12
4003798,189,-999
4003799,75,-999
4003800,51,-999
4003801,75,12
4003802,123,-999
4003803,81,6
4003804,87,6
4003805,60,6
4003806,72,-999
4003807,114,-999
4003808,132,9
4003809,144,6
4003810,123,-999
4003811,141,-999
4003812,162,-999
4003813,240,24
4003814,129,-999
4003815,69,12
4003816,54,6
4003817,165,9
4003818,198,12
4003819,189,6
4003820,114,12
4003821,177,12
4003822,69,12
4003823,228,45
4003824,222,6
4003826,147,30
4003827,75,12
4003828,63,12
4003829,252,24
4003830,189,12
4003831,228,24
4003832,183,9
4003833,225,24
4003834,204,9
4003835,135,18
4003836,111,9
4003837,111,6
4003838,114,12
4003839,141,-999
4003840,159,-999
4003841,144,27
4003842,129,9
4003843,-999,-999
4003844,120,36
4003845,168,12
4003846,123,15
4003847,297,27
4003848,120,-999
4003849,99,21
4003850,165,12
4003851,192,18
4003852,174,6
4003853,111,12
4003854,111,18
4003855,117,18
4003856,105,6
4003857,135,15
4003858,273,9
4003859,144,21
4003860,129,21
4003861,78,24
4003862,123,6
4003863,102,6
4003864,102,9
4003865,54,-999
4003866,66,6
4003867,117,27
4003868,126,6
4003869,111,12
4003870,81,9
4003871,96,-999
4003872,69,-999
4003873,84,-999
4003874,75,6
4003876,48,-999
4003877,78,12
4003878,60,-999
4003879,87,6
4003880,171,6
4003881,132,6
4003882,132,-999
4003883,105,-999
4003884,75,-999
4003885,57,-999
4003886,66,6
4003887,102,15
4003888,63,-999
4003889,48,9
4003890,96,18
4003891,126,-999
4003892,123,9
4003893,132,-999
4003894,75,27
4003895,78,-999
4003896,108,15
4003897,51,9
4003898,105,12
4003899,90,39
4003900,108,15
4003901,63,45
4003902,87,6
4003903,114,15
4003904,78,33
4003905,72,33
4003906,84,27
4003907,78,9
4003908,69,-999
4003909,87,9
4003910,54,27
4003911,45,39
4003912,57,24
4003913,57,18
4003914,123,21
4003915,84,-999
4003916,96,-999
4003917,72,-999
4003918,123,-999
4003919,81,-999
4003920,198,9
4003921,117,24
4003922,111,9
4003923,108,-999
4003924,108,-999
4003925,81,6
4003926,108,-999
4003927,99,-999
4003928,177,27
4003929,117,24
4003930,108,-999
4003931,87,-999
4003932,87,-999
4003933,162,-999
4003934,117,-999
4003935,108,-999
4003936,213,18
4003937,162,24
4003938,135,-999
4003939,84,9
4003940,138,6
4003941,132,15
4003942,102,12
4003943,132,9
4003945,87,-999
4003946,93,15
4003947,90,6
4003948,81,-999
4003949,135,-999
4003950,120,-999
4003951,162,-999
4003952,123,6
4003954,174,-999
4003955,162,6
4003956,105,-999
4003957,483,-999
4003958,171,-999
4003959,156,-999
4003960,153,18
4003961,120,-999
4003962,183,-999
4003963,141,6
4003964,183,6
4003965,126,-999
4003966,117,-999
4003967,84,-999
4003970,-999,-999
4003971,78,-999
4003972,81,-999
4003973,108,-999
4003974,159,-999
4003975,168,-999
4003976,141,-999
4003977,114,-999
4003978,141,-999
4003979,93,9
4003980,147,-999
4003981,138,6
4003982,123,18
4003983,120,6
4003984,87,-999
4003985,114,-999
4003986,165,-999
4003987,90,-999
4003988,48,-999
4003990,-999,-999
4003992,117,6
4003993,96,-999
4003994,156,-999
4003995,120,-999
4003996,99,-999
4003997,87,-999
4003998,126,9
4003999,114,15
4004000,108,-999
4004001,111,6
4004002,72,-999
4004003,114,-999
4004004,90,-999
4004005,-999,-999
4004006,87,6
4004007,105,-999
4004008,129,-999
4004009,117,-999
4004010,129,-999
4004011,219,9
4004012,228,-999
4004013,168,-999
4004014,114,-999
4004015,51,-999
4004016,69,-999
4004017,75,6
4004018,99,-999
4004019,93,-999
4004020,54,-999
4004021,117,-999
4004022,153,-999
4004023,-999,-999
4004024,81,-999
4004025,81,-999
4004026,156,-999
4004027,168,9
4004028,-999,-999
4004029,135,-999
4004030,150,-999
4004031,117,-999
4004032,90,-999
4004033,90,-999
4004034,129,6
4004035,132,9
4004036,126,-999
4004037,120,6
4004038,105,12
4004039,105,-999
4004040,78,-999
4004041,177,30
4004042,-999,-999
4004043,96,-999
4004044,144,18
4004045,129,-999
4004046,165,12
4004047,84,-999
4004048,129,-999
4004049,159,-999
4004050,147,6
4004051,108,-999
4004052,159,-999
4004053,87,6
4004054,138,6
4004055,123,-999
4004057,126,-999
4004058,120,9
4004059,78,6
4004060,96,-999
4004061,129,6
4004062,63,33
4004063,165,18
4004064,147,-999
4004065,108,-999
4004066,159,12
4004067,156,27
4004068,270,39
4004069,129,-999
4004070,120,-999
4004071,111,9
4004072,126,-999
4004073,81,-999
4004074,114,9
4004075,39,-999
4004076,111,9
4004077,93,6
4004078,138,12
4004079,90,-999
4004080,123,15
4004081,99,6
4004082,123,6
4004083,90,-999
4004084,96,-999
4004085,81,-999
4004086,141,-999
4004087,132,-999
4004088,135,9
4004089,75,-999
4004090,150,21
4004091,222,9
4004092,126,27
4004093,117,15
4004094,198,15
4004096,-999,-999
4004097,81,-999
4004098,96,6
4004099,87,12
4004100,96,-999
4004101,24,-999
4004102,42,-999
4004103,36,-999
4004104,18,-999
4004107,48,6
4004108,45,-999
4004109,30,-999
4004110,27,-999
4004111,42,-999
4004112,81,12
4004113,90,15
4004114,126,18
4004115,108,12
4004116,54,18
4004117,99,18
4004118,69,15
4004119,66,-999
4004120,60,6
4004121,51,-999
4004122,78,6
4004123,69,-999
4004124,30,-999
4004125,-999,-999
4004127,9,-999
4004128,54,-999
4004129,72,-999
4004130,33,-999
4004131,66,6
4004132,129,6
4004133,96,6
4004134,159,9
4004135,72,-999
4004136,78,-999
4004137,84,-999
4004138,99,6
4004139,126,-999
4004140,96,12
4004141,132,9
4004142,78,-999
4004143,72,-999
4004144,153,6
4004145,93,-999
4004146,165,9
4004147,30,-999
4004148,153,6
4004149,120,-999
4004150,99,-999
4004151,90,6
4004152,87,6
4004153,48,-999
4004154,75,-999
4004155,45,6
4004156,144,-999
4004157,105,6
4004158,150,6
4004159,114,-999
4004160,147,-999
4004161,111,-999
4004162,84,-999
4004163,81,-999
4004164,126,-999
4004165,87,-999
4004166,99,-999
4004167,87,6
4004168,132,-999
4004169,105,-999
4004170,-999,-999
4004171,72,-999
4004172,87,9
4004173,102,6
4004174,90,6
4004175,123,12
4004176,81,-999
4004177,147,6
4004178,99,-999
4004179,108,6
4004181,129,6
4004182,93,-999
4004183,147,6
4004184,69,-999
4004185,108,-999
4004186,102,-999
4004187,120,-999
4004188,96,-999
4004189,123,12
4004190,141,15
4004191,147,-999
4004192,66,-999
4004193,114,-999
4004194,84,6
4004196,78,-999
4004197,126,-999
4004198,123,-999
4004199,-999,-999
4004200,63,-999
4004201,84,21
4004202,120,39
4004203,54,24
4004204,66,66
4004205,75,-999
4004206,60,-999
4004207,87,-999
4004208,78,24
4004209,150,-999
4004210,123,-999
4004211,138,9
4004212,99,-999
4004213,213,-999
4004214,126,6
4004215,183,-999
4004217,144,12
4004218,147,-999
4004219,108,-999
4004220,129,12
4004221,123,9
4004222,198,6
4004223,147,24
4004224,219,15
4004225,216,-999
4004226,153,24
4004227,72,9
4004228,135,-999
4004229,87,-999
4004230,96,9
4004231,171,9
4004232,78,30
4004233,192,42
4004234,135,39
4004235,129,9
4004236,120,27
4004237,6,-999
4004238,39,-999
4004239,66,-999
4004240,69,9
4004242,114,-999
4004243,138,12
4004244,159,12
4004248,69,-999
4004249,135,6
4004250,72,18
4004251,-999,-999
4004252,171,15
4004253,186,12
4004255,309,21
4004256,27,-999
4004257,51,-999
4004258,54,-999
4004259,165,42
4004260,93,12
4004262,18,-999
4004263,90,30
4004264,132,42
4004265,135,30
4004266,81,30
4004267,84,18
4004268,78,12
4004269,-999,-999
4004270,39,-999
4004272,54,-999
4004273,99,15
4004274,60,15
4004275,105,15
4004276,96,12
4004277,81,12
4004278,66,12
4004279,75,-999
4004280,54,12
4004281,54,-999
4004282,93,-999
4004283,114,36
4004284,93,24
4004285,57,-999
4004286,60,-999
4004287,75,6
4004288,111,69
4004289,57,27
4004290,123,-999
4004291,57,-999
4004292,78,6
4004294,72,18
4004295,105,6
4004296,87,48
4004297,102,12
4004299,60,-999
4004300,117,15
4004301,75,6
4004302,81,18
4004303,75,15
4004304,99,27
4004305,81,24
4004306,75,33
4004307,126,30
4004308,81,-999
4004309,87,21
4004310,90,15
4004311,90,12
4004312,57,-999
4004313,132,-999
4004314,150,24
4004315,111,60
4004316,117,12
4004317,105,6
4004318,93,24
4004319,126,21
4004320,87,21
4004321,96,-999
4004322,114,9
4004323,96,-999
4004324,78,18
4004325,114,12
4004326,69,12
4004327,69,24
4004328,63,24
4004329,93,30
4004330,63,24
4004331,66,6
4004332,39,-999
4004333,93,9
4004334,69,6
4004335,42,12
4004336,42,6
4004337,78,-999
4004338,66,6
4004339,-999,-999
4004340,24,-999
4004341,30,63
4004342,111,15
4004344,114,27
4004345,72,60
4004346,126,-999
4004347,129,6
4004348,162,48
4004349,123,51
4004350,96,63
4004351,162,27
4004352,162,24
4004353,87,9
4004354,162,24
4004355,93,12
4004356,129,60
4004357,90,36
4004358,147,18
4004359,99,6
4004360,126,60
4004361,93,90
4004362,114,21
4004363,87,9
4004365,78,33
4004366,81,27
4004368,93,48
4004369,126,45
4004370,102,9
4004371,66,6
4004372,72,-999
4004373,72,12
4004374,159,-999
4004375,78,-999
4004376,90,-999
4004377,93,-999
4004378,36,-999
4004379,84,-999
4004380,72,-999
4004381,90,6
4004382,111,9
4004383,120,-999
4004384,69,9
4004385,75,-999
4004386,51,9
4004387,90,-999
4004388,177,6
4004389,192,6
4004390,114,-999
4004391,93,6
4004392,96,6
4004393,42,-999
4004394,78,6
4004395,48,-999
4004396,12,-999
4004397,-999,-999
4004398,90,-999
4004399,90,6
4004400,111,9
4004401,90,6
4004402,129,6
4004403,120,6
4004404,99,-999
4004405,99,-999
4004406,78,6
4004407,33,-999
4004408,48,57
4004409,60,60
4004410,63,84
4004411,168,24
4004412,129,15
4004413,102,-999
4004414,138,6
4004415,138,9
4004416,117,9
4004417,-999,-999
4004418,96,48
4004419,120,30
4004420,120,9
4004421,123,18
4004422,147,-999
4004423,108,9
4004424,-999,-999
4004425,108,-999
4004426,120,-999
4004427,108,60
4004428,144,75
4004429,174,45
4004430,102,15
4004431,72,24
4004432,135,6
4004433,84,6
4004434,111,6
4004435,108,6
4004436,129,6
4004437,72,9
4004438,141,9
4004439,111,-999
4004440,78,15
4004441,90,45
4004442,-999,-999
4004443,90,6
4004444,213,27
4004445,96,18
4004446,69,15
4004447,105,24
4004448,33,-999
4004449,63,18
4004450,75,21
4004451,234,27
4004452,141,-999
4004453,57,15
4004454,135,9
4004455,60,12
4004456,66,6
4004457,156,6
4004458,123,6
4004459,114,15
4004460,126,21
4004461,216,24
4004462,48,-999
4004463,48,27
4004464,57,6
4004465,123,-999
4004466,99,6
4004467,42,78
4004468,30,-999
4004469,27,9
4004470,198,6
4004471,138,21
4004472,165,-999
4004473,102,6
4004474,150,-999
4004475,144,6
4004476,-999,-999
4004477,78,36
4004478,123,18
4004479,153,-999
4004480,99,-999
4004482,-999,-999
4004483,132,6
4004484,69,6
4004486,90,-999
4004487,114,-999
4004488,114,6
4004489,-999,-999
4004490,-999,-999
4004491,108,9
4004492,141,6
4004493,93,6
4004494,135,-999
4004495,108,6
4004496,120,-999
4004497,135,6
4004498,96,-999
4004499,90,12
4004500,105,-999
4004501,108,6
4004502,60,-999
4004503,51,9
4004504,69,12
4004505,162,6
4004506,96,6
4004507,105,-999
4004508,87,-999
4004509,75,12
4004510,66,12
4004511,63,-999
4004512,63,-999
4004513,-999,-999
4004514,15,6
4004515,405,6
4004516,78,6
4004517,78,9
4004518,75,9
4004519,165,-999
4004520,93,-999
4004521,132,-999
4004522,90,21
4004523,66,6
4004524,57,-999
4004525,105,-999
4004526,90,-999
4004527,159,-999
4004528,195,6
4004529,147,-999
4004530,69,-999
4004531,51,-999
4004532,45,-999
4004533,90,-999
4004534,78,6
4004535,111,-999
4004537,168,15
4004538,45,-999
4004539,90,6
4004540,156,12
4004541,99,6
4004542,45,6
4004543,36,6
4004544,51,9
4004545,93,-999
4004546,72,12
4004547,153,6
4004548,144,-999
4004549,141,9
4004550,54,-999
4004551,48,-999
4004552,117,-999
4004553,168,15
4004554,57,-999
4004555,54,-999
4004556,87,18
4004557,99,6
4004558,81,-999
4004559,120,18
4004560,84,-999
4004561,90,-999
4004562,48,24
4004563,57,-999
4004564,54,-999
4004565,33,-999
4004567,90,39
4004568,15,-999
4004569,18,-999
4004570,42,6
4004571,-999,-999
4004572,156,9
4004573,87,-999
4004574,78,-999
4004575,168,33
4004576,87,18
4004577,153,21
4004578,99,21
4004580,129,-999
4004581,-999,-999
4004582,-999,-999
4004583,18,-999
4004584,15,-999
4004585,90,-999
4004586,147,-999
4004587,156,12
4004588,132,-999
4004589,-999,-999
4004590,135,-999
4004591,183,6
4004592,12,-999
4004593,-999,-999
4004594,-999,-999
4004595,81,30
4004596,126,69
4004597,129,-999
4004598,120,-999
4004599,120,54
4004600,93,24
4004601,186,12
4004602,117,9
4004603,18,-999
4004604,9,-999
4004605,174,15
4004606,135,6
4004608,-999,-999
4004609,162,45
4004610,168,-999
4004611,63,-999
4004612,-999,-999
4004613,-999,-999
4004614,6,-999
4004615,15,-999
4004616,180,9
4004617,81,-999
4004618,132,24
4004619,90,-999
4004620,90,12
4004621,111,24
4004622,99,12
4004623,51,9
4004624,18,-999
4004625,6,-999
4004626,15,-999
4004627,12,-999
4004628,21,-999
4004629,27,6
4004630,45,-999
4004631,81,6
4004632,75,6
4004633,81,6
4004634,75,15
4004635,99,30
4004636,-999,-999
4004637,123,-999
4004639,36,12
4004640,36,6
4004641,60,9
4004642,45,-999
4004643,24,-999
4004644,51,-999
4004645,12,6
4004646,36,6
4004647,18,-999
4004648,42,-999
4004649,60,-999
4004650,114,6
4004651,105,6
4004652,69,66
4004653,54,12
4004654,141,-999
4004655,129,-999
4004656,99,6
4004657,99,-999
4004658,99,-999
4004659,114,9
4004660,132,6
4004661,84,-999
4004662,117,45
4004663,72,18
4004664,78,24
4004665,84,18
4004666,141,-999
4004667,120,12
4004668,-999,-999
4004669,132,6
4004670,60,-999
4004671,111,-999
4004672,126,9
4004673,48,-999
4004674,42,-999
4004675,147,-999
4004676,123,-999
4004677,-999,-999
4004678,114,-999
4004679,45,-999
4004680,54,6
4004681,69,-999
4004682,117,6
4004683,99,24
4004684,108,6
4004685,105,-999
4004686,72,-999
4004687,54,-999
4004688,99,18
4004689,66,-999
4004690,114,-999
4004691,84,-999
4004692,141,-999
4004693,84,-999
4004695,102,15
4004696,120,84
4004697,99,27
4004698,90,6
4004701,-999,-999
4004702,135,-999
4004703,147,9
4004704,117,15
4004705,138,-999
4004707,87,-999
4004708,129,-999
4004709,105,-999
4004711,150,-999
4004712,201,12
4004713,144,-999
4004714,99,-999
4004715,156,18
4004716,96,-999
4004717,135,-999
4004718,78,9
4004719,114,9
4004720,111,-999
4004721,165,-999
4004722,75,-999
4004723,108,-999
4004724,174,-999
4004725,114,12
4004726,132,6
4004727,93,-999
4004728,99,-999
4004729,93,6
4004730,51,-999
4004731,63,-999
4004732,150,-999
4004733,102,-999
4004734,180,-999
4004735,99,-999
4004736,129,15
4004737,273,12
4004738,-999,-999
4004739,144,-999
4004740,168,-999
4004741,105,6
4004742,-999,-999
4004743,48,-999
4004744,9,-999
4004747,48,-999
4004748,42,-999
4004749,156,-999
4004750,48,9
4004751,138,12
4004752,144,42
4004753,78,-999
4004754,57,-999
4004755,132,15
4004756,144,18
4004757,105,-999
4004758,117,-999
4004759,171,-999
4004760,30,-999
4004761,117,-999
4004762,102,-999
4004763,96,18
4004764,123,21
4004765,42,-999
4004766,33,-999
4004767,66,-999
4004768,105,-999
4004769,63,-999
4004770,87,-999
4004771,147,9
4004772,126,-999
4004773,102,-999
4004774,99,-999
4004775,78,6
4004776,87,-999
4004777,60,-999
4004778,81,-999
4004779,96,-999
4004780,120,-999
4004781,-999,-999
4004782,147,15
4004784,93,18
4004785,69,-999
4004786,123,6
4004787,117,6
4004788,111,-999
4004789,78,-999
4004790,87,-999
4004791,87,69
4004792,42,63
4004793,147,18
4004794,132,6
4004795,117,12
4004796,81,6
4004797,114,15
4004798,87,12
4004800,150,-999
4004801,99,-999
4004802,78,-999
4004803,141,6
4004804,105,-999
4004805,84,6
4004806,171,-999
4004807,111,-999
4004808,129,6
4004809,171,-999
4004810,162,-999
4004811,45,-999
4004812,30,-999
4004813,9,-999
4004814,6,-999
4004815,102,-999
4004816,111,-999
4004817,132,-999
4004818,120,9
4004819,54,-999
4004820,60,-999
4004821,-999,-999
4004822,-999,-999
4004823,84,-999
4004824,63,-999
4004825,-999,-999
4004826,81,-999
4004827,90,6
4004828,27,-999
4004829,138,6
4004830,39,-999
4004831,60,-999
4004832,42,-999
4004833,144,6
4004834,78,-999
4004835,51,18
4004836,123,9
4004837,96,6
4004838,135,15
4004839,129,-999
4004840,42,9
4004841,9,-999
4004842,-999,-999
4004844,69,6
4004845,141,18
4004846,60,6
4004847,-999,-999
4004848,42,-999
4004849,33,6
4004850,60,-999
4004851,33,-999
4004852,54,-999
4004853,-999,-999
4004854,81,-999
4004855,99,-999
4004857,138,6
4004858,126,-999
4004859,84,-999
4004860,198,18
4004861,105,6
4004862,126,21
4004863,87,15
4004864,111,9
4004865,63,12
4004866,27,-999
4004867,18,-999
4004868,180,-999
4004869,120,6
4004870,138,-999
4004871,129,9
4004872,105,36
4004873,105,33
4004874,132,-999
4004875,81,6
4004876,84,-999
4004878,78,-999
4004880,18,-999
4004881,27,-999
4004882,42,-999
4004883,33,-999
4004884,45,-999
4004885,39,6
4004886,117,-999
4004887,72,-999
4004888,174,9
4004890,69,-999
4004893,141,12
4004894,150,-999
4004897,201,-999
4004898,219,6
4004900,120,-999
4004901,96,27
4004902,45,12
4004903,18,-999
4004904,153,9
4004905,177,-999
4004906,33,-999
4004907,141,12
4004908,60,9
4004909,57,9
4004910,60,9
4004911,-999,-999
4004912,156,24
4004913,111,6
4004914,-999,-999
4004915,18,-999
4004916,9,-999
4004917,39,-999
4004918,12,-999
4004919,114,-999
4004920,72,-999
4004921,72,12
4004922,99,-999
4004923,60,-999
4004924,63,-999
4004925,42,51
4004926,129,6
4004927,129,-999
4004928,90,6
4004929,120,12
4004930,78,9
4004931,114,6
4004932,120,9
4004933,141,6
4004934,108,27
4004935,153,6
4004936,183,-999
4004937,198,12
4004938,231,15
4004940,108,6
4004941,108,-999
4004942,75,-999
4004943,69,-999
4004944,75,6
4004945,78,-999
4004946,-999,-999
4004948,102,-999
4004949,60,-999
4004951,72,-999
4004952,75,-999
4004955,123,-999
4004956,57,-999
4004957,-999,-999
4004958,48,-999
4004959,69,-999
4004960,171,15
4004961,120,27
4004962,102,27
4004963,111,-999
4004964,72,-999
4004965,-999,-999
4004966,78,9
4004967,39,-999
4004968,45,9
4004969,63,-999
4004970,-999,-999
4004971,99,12
4004972,39,12
4004973,78,6
4004974,84,12
4004975,72,9
4004976,63,12
4004977,-999,-999
4004978,72,-999
4004979,153,9
4004981,102,6
4004982,87,-999
4004983,141,-999
4004984,174,-999
4004985,255,9
4004986,105,6
4004987,156,21
4004989,270,-999
4004990,168,-999
4004991,147,33
4004992,216,-999
4004993,111,-999
4004994,138,-999
4004995,126,-999
4004996,153,-999
4004997,81,-999
4004998,99,-999
4004999,102,-999
4005000,96,-999
4005001,120,6
4005002,93,-999
4005003,96,-999
4005004,90,-999
4005005,192,-999
4005006,147,-999
4005007,135,15
4005008,147,15
4005009,249,-999
4005010,144,6
4005011,132,-999
4005012,90,-999
4005013,177,-999
4005014,129,-999
4005015,75,-999
4005016,93,-999
4005017,129,6
4005018,195,15
4005019,126,6
4005020,168,15
4005021,141,12
4005022,162,9
4005023,168,9
4005024,177,-999
4005025,165,-999
4005026,153,-999
4005027,123,-999
4005029,372,9
4005031,192,9
4005032,171,-999
4005033,135,-999
4005034,282,9
4005035,105,-999
4005036,114,-999
4005037,150,-999
4005038,129,-999
4005039,153,6
4005040,156,-999
4005041,156,-999
4005042,105,6
4005043,102,-999
4005044,135,-999
4005045,150,6
4005046,129,6
4005047,126,12
4005048,144,9
4005049,138,-999
4005050,117,-999
4005051,132,-999
4005052,147,-999
4005053,189,-999
4005054,141,-999
4005055,144,9
4005056,126,-999
4005057,114,6
4005058,63,12
4005059,129,9
4005060,138,-999
4005061,117,9
4005062,156,-999
4005063,177,-999
4005064,147,12
4005066,126,-999
4005067,123,-999
4005068,177,-999
4005069,138,6
4005070,93,-999
4005071,117,6
4005072,168,-999
4005073,111,-999
4005075,168,12
4005076,153,-999
4005077,111,-999
4005078,213,-999
4005079,150,6
4005080,138,-999
4005081,114,-999
4005083,192,-999
4005084,195,-999
4005085,192,9
4005086,204,-999
4005087,183,12
4005088,174,-999
4005089,192,-999
4005090,294,-999
4005091,285,-999
4005092,-999,-999
4005094,36,18
4005095,15,6
4005096,9,21
4005097,15,-999
4005098,195,-999
4005099,186,6
4005100,75,-999
4005101,126,6
4005102,120,-999
4005103,129,9
4005104,153,-999
4005105,228,-999
4005106,21,-999
4005107,114,6
4005108,108,-999
4005109,132,42
4005111,120,9
4005112,69,-999
4005113,72,-999
4005114,138,-999
4005115,108,9
4005116,126,24
4005117,66,6
4005118,87,9
4005119,144,-999
4005120,42,-999
4005121,96,6
4005122,120,12
4005123,102,-999
4005124,138,12
4005125,93,-999
4005126,99,-999
4005127,72,-999
4005128,75,-999
4005129,-999,-999
4005130,51,18
4005131,78,-999
4005132,114,-999
4005133,51,-999
4005134,75,-999
4005135,99,-999
4005136,150,-999
4005137,117,-999
4005138,141,9
4005139,96,-999
4005141,105,6
4005142,18,-999
4005143,120,27
4005144,90,6
4005145,102,15
4005146,93,9
4005147,84,54
4005148,54,18
4005149,147,-999
4005150,72,-999
4005151,129,24
4005152,87,6
4005153,114,27
4005154,81,12
4005155,120,99
4005156,63,15
4005157,111,9
4005158,69,-999
4005159,120,6
4005160,90,-999
4005161,105,69
4005162,69,99
4005163,96,15
4005164,81,-999
4005165,99,75
4005166,75,69
4005167,132,39
4005168,57,39
4005169,93,-999
4005171,129,6
4005172,81,-999
4005173,99,-999
4005174,129,-999
4005175,105,18
4005176,144,15
4005177,111,39
4005178,102,48
4005179,81,-999
4005180,90,21
4005181,111,-999
4005182,99,9
4005183,108,84
4005184,66,54
4005185,120,24
4005186,72,15
4005187,-999,-999
4005188,12,6
4005189,81,21
4005190,93,69
4005191,108,45
4005192,96,15
4005193,84,6
4005194,114,15
4005195,84,9
4005196,102,75
